Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Years,Item_Visibility_MeanRatio,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Combine_Drinks,Item_Combine_Food,Item_Combine_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCY41,34.0532,575.2512,8,0.076164013,16.75,2007,OUT017,15,1.1548264214874704,1545,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDG58,155.1972,2181.2889135750365,13,0.086957199,10.695,2002,OUT045,20,1.3184766267993762,428,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ37,86.5198,2181.2889135750365,3,0.019799238,8.1,1999,OUT049,23,0.3002032359786339,1244,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ46,174.2054,4377.635,13,0.044606379,12.792854228644991,1985,OUT027,37,0.676338115693613,533,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCT54,94.7094,1047.3034,9,0.119436131,8.695,1987,OUT013,35,1.8109339874073958,1498,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DRC36,176.2054,1225.7378,14,0.044976367,13.0,2004,OUT035,18,0.681948008098223,14,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRL49,141.4812,284.9624,14,0.094450618,13.15,1998,OUT010,24,1.4320945666586666,119,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NCX53,140.8154,2181.2889135750365,8,0.014968132,20.1,2002,OUT045,20,0.22695225255413068,1537,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDG08,172.6764,2061.3168,6,0.165616415,13.15,1999,OUT049,23,2.5111362222212974,397,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCK29,123.373,2181.2889135750365,8,0.126281351,5.615,2009,OUT018,13,1.9147236986571752,1369,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCA05,150.2734,2181.2889135750365,8,0.025181597,20.75,2002,OUT045,20,0.38181251755799184,1264,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRJ13,159.9578,962.7468,14,0.105265475,12.65,1998,OUT010,24,1.596073355541662,91,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NCZ41,125.4704,2181.2889135750365,8,0.064421237,19.85,1997,OUT046,25,0.976778187784121,1555,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDS11,222.5088,7158.6816,1,0.055289464,12.792854228644991,1985,OUT027,37,0.8383189296640702,876,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRD37,46.506,372.848,14,0.013898123,9.8,2009,OUT018,13,0.210728387558606,23,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDB02,175.137,3705.177,3,0.029283081,9.695,2009,OUT018,13,0.44400070728097973,191,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR14,52.7298,2181.2889135750365,4,0.174758034,11.65,2009,OUT018,13,2.64974476896859,831,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRE48,198.7768,2181.2889135750365,14,0.017352667,8.43,1999,OUT049,23,0.26310743808724624,34,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDR37,183.2292,2181.2889135750365,2,0.066519424,16.5,2009,OUT018,13,1.0085916609636594,850,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCU54,209.627,2181.2889135750365,9,0.098144795,12.792854228644991,1985,OUT027,37,1.488107019747914,1508,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDR60,78.4328,2181.2889135750365,0,0.130679603,14.3,2002,OUT045,20,1.9814115925574103,867,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT04,40.5822,785.644,5,0.107021498,17.25,2004,OUT035,18,1.6226988139079341,920,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF33,108.4596,3020.0688,12,0.021531416,7.97,2004,OUT035,18,0.32646714779640174,376,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE22,159.792,2716.464,13,0.029693277,9.695,2009,OUT018,13,0.45022024798176286,330,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL46,117.3466,824.9262,13,0.054277132,20.35,2009,OUT018,13,0.8229695842859943,609,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC57,194.482,2181.2889135750365,6,0.091380052,20.1,1998,OUT010,24,1.3855375299946309,274,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDY38,231.83,466.06,4,0.208662546,12.792854228644991,1985,OUT019,37,3.1638172911876987,1197,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS56,264.2252,3934.878,6,0.038976089,5.785,2007,OUT017,15,0.5909696142645104,912,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA13,39.9506,721.0614,3,0.078174543,12.792854228644991,1985,OUT027,37,1.1853108074033385,154,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL54,176.1054,2181.2889135750365,9,0.082882475,12.6,1999,OUT049,23,1.256694181913376,1387,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC56,119.144,2181.2889135750365,6,0.121767168,7.72,2002,OUT045,20,1.8462780168385247,273,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRF27,153.434,1378.206,4,0.028393624,8.93,1987,OUT013,35,0.43051443727079813,43,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCS38,114.2176,2181.2889135750365,9,0.090701591,8.6,2007,OUT017,15,1.3752504579524998,1484,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDI10,172.9422,1379.5376,13,0.078339081,8.51,1987,OUT013,35,1.18780559230574,475,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCH29,96.7726,2642.5602,8,0.034467286,5.51,2004,OUT035,18,0.5226055059594246,1336,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRE12,113.286,1471.418,14,0.070721656,4.59,1987,OUT013,35,1.072307428445871,28,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDS60,178.766,2181.2889135750365,0,0.03229139,12.792854228644991,1985,OUT027,37,0.4896137807044948,916,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO31,80.696,559.272,6,0.029100745,6.76,2009,OUT018,13,0.4412360626398375,711,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW08,104.928,2181.2889135750365,6,0.148381569,12.1,1997,OUT046,25,2.2498152289187567,1072,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU09,54.2956,2181.2889135750365,13,0.066541719,7.71,1987,OUT013,35,1.0089297058493336,973,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT18,179.5976,2181.2889135750365,9,0.099432046,14.6,1998,OUT010,24,1.5076247868315125,1492,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCO53,182.1608,3123.9336,8,0.0,16.2,1999,OUT049,23,0.0,1434,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDK09,229.0352,2290.352,13,0.091745951,15.2,2004,OUT035,18,1.391085423496459,547,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRI11,113.2834,2303.668,7,0.034237682,12.792854228644991,1985,OUT027,37,0.5191241667385091,79,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDM28,181.366,1977.426,5,0.045295529,15.7,2002,OUT045,20,0.6867872582350925,635,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY56,227.1062,225.7062,6,0.104463896,16.35,1998,OUT010,24,1.5839195236773995,1211,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS02,196.8794,780.3176,4,0.255394896,12.792854228644991,1985,OUT019,37,3.872390151157669,869,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDM03,106.7938,2181.2889135750365,10,0.123280308,12.65,2002,OUT045,20,1.8692207949640622,619,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY27,178.3344,3211.8192,4,0.032028115,6.38,2009,OUT018,13,0.48562190955509626,1188,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK52,225.3062,4288.4178,5,0.0,12.792854228644991,1985,OUT027,37,0.0,574,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCE55,178.237,7939.665,9,0.12929931,12.792854228644991,1985,OUT027,37,1.960483088884761,1313,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCP55,55.6614,1049.9666,11,0.011212719,14.65,2002,OUT045,20,0.17001131699710423,1451,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDT12,226.6062,677.1186,0,0.049823839,6.215,2009,OUT018,13,0.7554471387574847,926,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCN18,110.9544,2181.2889135750365,9,0.0,8.895,1999,OUT049,23,0.0,1410,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCM29,131.8626,2885.5772,8,0.017642229,11.5,1997,OUT046,25,0.2674978822758784,1396,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT56,58.0246,2143.2102,6,0.115032648,12.792854228644991,1985,OUT027,37,1.7441667791857005,962,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG59,37.5164,270.3148,15,0.043226398,15.85,2004,OUT035,18,0.655414342678256,429,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCN07,132.1284,263.6568,11,0.056816465,18.5,1998,OUT010,24,0.8614718733047602,1407,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDW31,199.5742,3981.484,6,0.042949109,12.792854228644991,1985,OUT027,37,0.6512099861721481,1091,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCD18,229.8668,4837.7028,9,0.072655379,16.0,2004,OUT035,18,1.101627238737879,1296,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW39,176.937,176.437,10,0.064625342,12.792854228644991,1985,OUT019,37,0.9798729019079381,1099,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCP17,62.2168,1661.8368,8,0.027580163,12.792854228644991,1985,OUT027,37,0.41818044620798983,1441,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDV32,62.051,2181.2889135750365,6,0.088278814,12.792854228644991,1985,OUT027,37,1.3385154333290972,1042,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ40,175.7712,351.5424,5,0.063079544,12.792854228644991,1985,OUT019,37,0.9564349513277541,805,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDL58,262.2568,5273.136,13,0.074149074,5.78,1997,OUT046,25,1.124275184712623,616,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ31,89.7856,966.7416,6,0.053586458,12.792854228644991,1985,OUT027,37,0.8124973343031259,798,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB15,265.2568,4218.5088,4,0.136784873,10.895,2004,OUT035,18,2.073981913219411,201,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS23,130.0994,2181.2889135750365,1,0.141463034,4.635,2009,OUT018,13,2.144913889017118,886,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF34,199.9084,5753.8436,13,0.013951504,12.792854228644991,1985,OUT027,37,0.211537769664108,377,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRE27,98.0726,1761.7068,4,0.132939639,11.85,2002,OUT045,20,2.015679079044931,32,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDS04,141.8838,280.9676,5,0.245483691,10.195,1998,OUT010,24,3.7221128620292885,871,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDJ16,59.4246,2181.2889135750365,5,0.114329308,12.792854228644991,1985,OUT027,37,1.7335024827116032,517,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK14,83.8934,2181.2889135750365,3,0.0,12.792854228644991,1985,OUT027,37,0.0,549,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRG03,154.2998,2181.2889135750365,4,0.062112285,14.5,2002,OUT045,20,0.9417690191424116,51,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDH53,84.3592,1816.3024,5,0.019199733,20.5,1997,OUT046,25,0.2911133234786998,464,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP58,220.7482,4380.964,13,0.0,11.1,1999,OUT049,23,0.0,772,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW32,87.1882,515.3292,6,0.094488071,18.35,2002,OUT045,20,1.4326624426444552,1092,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRJ39,219.3482,8323.8316,4,0.036399734,20.25,2002,OUT045,20,0.5519059842384593,97,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCJ31,239.9196,2181.2889135750365,11,0.183397827,19.2,2009,OUT018,13,2.7807444476827685,1359,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDS36,109.857,2306.997,0,0.046878474,8.38,2004,OUT035,18,0.7107884451179513,897,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS35,64.6826,774.9912,1,0.11184963,9.3,2007,OUT017,15,1.69590470446453,896,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ45,200.4084,3968.168,13,0.067148407,14.1,2009,OUT018,13,1.0181285296035307,1250,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ10,127.502,2181.2889135750365,13,0.0,17.85,2002,OUT045,20,0.0,1223,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU45,112.6518,2181.2889135750365,13,0.035578149,15.6,2002,OUT045,20,0.5394488141376955,1003,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCM29,132.6626,262.3252,8,0.029529474,11.5,1998,OUT010,24,0.44773660741625176,1396,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCP06,152.3366,2115.9124,9,0.039055756,12.792854228644991,1985,OUT027,37,0.5921775542468829,1439,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DRE49,150.5024,2580.6408,14,0.021250002,20.75,1997,OUT046,25,0.3222002465424398,35,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCO02,66.2142,131.8284,11,0.07366703,11.15,2009,OUT018,13,1.1169662585466724,1421,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDK02,119.244,119.844,3,0.187841082,12.5,1998,OUT010,24,2.848114693410318,543,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR20,45.5744,452.744,6,0.028167478,20.0,1999,OUT049,23,0.42708552950153833,835,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCX17,234.93,2181.2889135750365,8,0.113581951,21.25,2004,OUT035,18,1.7221707845002232,1531,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCN17,101.9358,1105.8938,8,0.05489331,11.0,1987,OUT013,35,0.8323122988661636,1409,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ39,101.199,1857.582,10,0.018021361,19.7,2004,OUT035,18,0.27324641932882215,1246,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS15,106.4596,215.7192,10,0.130657442,9.195,1998,OUT010,24,1.9810755794283939,880,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG20,178.4028,1239.7196,6,0.126199917,15.5,2009,OUT018,13,1.9134889667791766,404,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCW53,192.5162,3078.6592,8,0.030347404,12.792854228644991,1985,OUT027,37,0.46013835907982614,1527,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DRD49,236.8564,4767.128,14,0.168780385,9.895,2007,OUT017,15,2.5591094842498325,24,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDV10,41.0112,42.6112,13,0.116793684,12.792854228644991,1985,OUT019,37,1.7708682464782735,1024,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO25,209.827,2181.2889135750365,3,0.128169935,6.3,2007,OUT017,15,1.9433590950404844,708,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX31,233.2958,4206.5244,6,0.014825605,20.35,1997,OUT046,25,0.22479120642627837,1141,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB11,225.6404,2925.5252,15,0.060942632,16.0,1999,OUT049,23,0.9240343156365434,198,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCE19,54.6956,764.3384,9,0.092937216,8.97,1987,OUT013,35,1.4091478159939927,1307,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD44,257.0646,8760.5964,6,0.07884393,8.05,2007,OUT017,15,1.195460296162554,305,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW35,41.8454,2181.2889135750365,1,0.011089224,10.6,1997,OUT046,25,0.16813884096407802,1095,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDN25,59.2588,801.6232,2,0.061163967,7.895,2004,OUT035,18,0.9273902772768515,669,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ19,174.2712,2181.2889135750365,6,0.093835595,6.425,2009,OUT018,13,1.4227693646078963,1229,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCO55,108.9938,2181.2889135750365,11,0.091037229,12.8,1997,OUT046,25,1.3803395231840707,1436,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDD48,114.0176,2181.2889135750365,0,0.050479463,10.395,1998,OUT010,24,0.7653879479131328,309,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB41,48.1718,709.077,5,0.097510482,19.0,2002,OUT045,20,1.4784893357126336,221,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRB24,153.1656,1853.5872,14,0.020693619,8.785,2007,OUT017,15,0.3137641654647993,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDK43,127.302,2277.036,10,0.026992588,9.8,2007,OUT017,15,0.4092714207000311,567,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR03,207.898,3095.97,10,0.008734284,15.7,2004,OUT035,18,0.1324323855673843,822,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR36,41.0454,251.6724,0,0.203510667,6.715,1998,OUT010,24,3.085702631059346,849,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDF41,244.346,2181.2889135750365,5,0.131070648,12.15,1987,OUT013,35,1.9873407588421566,382,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ04,119.9124,948.0992,5,0.124428516,18.0,2004,OUT035,18,1.8866303415929049,509,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB53,147.6392,1938.8096,5,0.139669224,13.35,1999,OUT049,23,2.1177154904357773,230,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ15,117.5782,2741.0986,4,0.020769677,12.792854228644991,1985,OUT027,37,0.3149173844786857,1227,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE17,151.3366,2720.4588,5,0.054410179,20.1,1987,OUT013,35,0.8249868912115058,327,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI32,115.1834,345.5502,6,0.291865402,17.7,1998,OUT010,24,4.4253692061585825,488,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS56,260.7252,6033.4796,6,0.038756864,5.785,1997,OUT046,25,0.5876456452103773,912,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCG18,102.4332,2181.2889135750365,9,0.023013626,15.3,1999,OUT049,23,0.34894095403075737,1326,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC53,96.9384,2181.2889135750365,5,0.008885672,8.68,2007,OUT017,15,0.13472778539480862,272,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRD27,99.3042,2181.2889135750365,4,0.0,18.75,1997,OUT046,25,0.0,22,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCO06,35.9558,67.9116,9,0.180820798,19.25,1998,OUT010,24,2.7416705982239766,1423,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDZ33,148.7076,1330.2684,13,0.108004532,10.195,2007,OUT017,15,1.6376039323714335,1240,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRE49,153.6024,1366.2216,14,0.021336565,20.75,2009,OUT018,13,0.3235127461808611,35,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCQ30,121.5414,2181.2889135750365,9,0.028931499,12.792854228644991,1985,OUT027,37,0.43866989333188533,1458,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDR32,226.7694,6165.9738,6,0.085392428,12.792854228644991,1985,OUT027,37,1.2947510007037901,845,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL29,158.2604,2693.8268,8,0.113917889,9.695,2004,OUT035,18,1.727264398440729,1381,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDN21,162.2236,2900.2248,13,0.076841095,18.6,2004,OUT035,18,1.1650925846308644,665,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK06,121.1756,2181.2889135750365,9,0.008695437,5.03,2007,OUT017,15,0.13184337324741208,1364,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDL15,151.5682,2181.2889135750365,10,0.046595951,17.85,1987,OUT013,35,0.7065047288032934,589,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG20,178.2028,177.1028,6,0.210375806,15.5,1998,OUT010,24,3.1897943614200357,404,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG20,178.3028,2181.2889135750365,6,0.125583323,15.5,1987,OUT013,35,1.904139944655951,404,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB04,88.3856,1318.284,4,0.06321435,11.35,2004,OUT035,18,0.9584789288499869,193,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA33,148.2076,3399.5748,13,0.033952603,6.48,1999,OUT049,23,0.5148016954237266,169,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
